Gene	S1	S2	S3
RCBTB2	5.505911e-01	6.104676e-01	7.198341e-01
OVCA2	6.741648e-01	8.832028e-02	9.608078e-01
SERPINB2	1.144162e-01	8.370348e-01	8.963803e-01
KCNA7	6.834417e-01	7.097393e-01	4.819272e-01
CYP2C18	8.979737e-01	1.223603e-01	8.360002e-01
CLN6	2.479621e-01	8.592220e-01	7.117319e-01
TMEM27	6.175482e-01	7.274956e-01	5.338032e-01
CCNE2	3.815519e-01	8.347322e-01	6.091456e-01
CMSS1	8.467927e-01	3.858623e-01	5.693973e-01
MEF2C	6.532860e-01	1.213197e-01	9.499111e-01
PKD1L1	5.274950e-01	6.255118e-01	7.272977e-01
RFPL1	2.572429e-01	8.329061e-01	7.468641e-01
C16orf13	2.203196e-01	8.937219e-01	6.655564e-01
FAM46A	6.141945e-01	7.835968e-01	4.599049e-01
TNNI3K	5.695132e-01	8.095907e-01	4.639850e-01
C12orf4	2.184256e-01	6.184287e-01	9.123287e-01
GPLD1	5.361905e-01	6.093004e-01	7.344546e-01
GTF2A1L	8.909733e-01	1.809801e-01	7.415723e-01
HSPA2	7.157058e-01	2.579766e-01	8.533875e-01
COTL1	3.784037e-01	8.435100e-01	5.965655e-01
QRICH2	8.486485e-01	8.568290e-01	1.410785e-01
LPIN3	6.985002e-01	7.626230e-01	3.999756e-01
SPINT2	8.287099e-01	3.219084e-01	6.777695e-01
ZNF254	7.731236e-01	5.259892e-01	5.625853e-01
TMEM126B	2.574803e-01	9.901629e-01	6.222137e-02
TMEM110	4.541091e-01	7.541707e-01	6.632351e-01
RBM18	6.328822e-01	6.372775e-01	6.229545e-01
LLGL2	2.610823e-01	7.677916e-01	8.164364e-01
PNPLA5	6.203519e-01	5.721380e-01	6.957950e-01
CELSR2	6.941865e-01	5.587010e-01	6.339814e-01
GPRC6A	7.256257e-01	3.163550e-01	8.045296e-01
HACL1	1.852777e-01	8.687293e-01	7.766153e-01
ROM1	2.709246e-01	6.107979e-01	8.924199e-01
TMEM234	4.643424e-01	6.759100e-01	7.366182e-01
DUSP5	6.808400e-01	6.615787e-01	5.453435e-01
MAVS	7.839439e-02	5.307942e-01	9.695240e-01
PCDP1	6.365929e-01	8.509695e-01	3.267519e-01
CCR2	7.235009e-01	8.852576e-01	1.984940e-01
DIS3	4.310815e-01	5.153289e-01	8.575382e-01
ADK	6.634793e-01	7.358643e-01	4.769261e-01
OLFML3	7.919282e-01	2.983350e-01	7.572299e-01
GGN	5.705537e-01	7.083744e-01	6.099624e-01
KRTAP16-1	6.896029e-01	6.563748e-01	5.419456e-01
NHLRC4	8.174787e-01	4.885081e-01	5.274551e-01
RGS8	8.669167e-01	4.221927e-01	4.863870e-01
FAM43A	1.655101e-01	3.510283e-01	9.632933e-01
FBXO31	4.858549e-01	6.728563e-01	7.234546e-01
TXNDC15	4.945134e-01	7.288555e-01	6.587927e-01
SUCNR1	9.216883e-01	7.100874e-01	1.451513e-01
ZFYVE1	6.436287e-01	6.168098e-01	6.349807e-01
MCOLN3	7.137049e-01	3.826230e-01	7.650446e-01
TFE3	6.768757e-01	4.352671e-01	7.567665e-01
SH3D21	2.295120e-01	9.819567e-01	1.211137e-01
GH1	7.818933e-01	2.830275e-01	7.839113e-01
PRAP1	3.356513e-01	7.860424e-01	7.356383e-01
TMEM9	6.070484e-01	7.305896e-01	5.473067e-01
NME3	7.365997e-01	8.876476e-01	1.873038e-01
STXBP1	5.224644e-01	7.199131e-01	6.445744e-01
SPANXC	6.083222e-01	7.185303e-01	5.617082e-01
SLC52A3	4.116166e-01	9.188191e-01	3.392245e-01
PRKAR2B	2.023728e-01	8.723016e-01	7.496231e-01
TSC22D3	6.246999e-01	6.786101e-01	5.917405e-01
MTMR14	7.584391e-01	4.232737e-01	6.851874e-01
GP6	5.405150e-01	8.977022e-01	3.039749e-01
SMPD3	4.607744e-01	5.339145e-01	8.359537e-01
ANKRD63	6.419744e-01	5.970922e-01	6.578570e-01
MRPL14	6.361365e-01	6.785567e-01	5.808298e-01
GATS	3.337403e-01	8.524738e-01	6.329153e-01
GDNF-AS1	5.930341e-01	6.098054e-01	6.922380e-01
ZNF880	1.000000e+00	8.346079e-01	1.510906e-75
ATXN1L	6.711721e-01	8.435888e-01	3.128265e-01
STAT2	6.820502e-01	6.053152e-01	6.084294e-01
PRSS38	7.671404e-01	6.191677e-01	4.838379e-01
CTSZ	5.939875e-01	6.619923e-01	6.427405e-01
FYTTD1	2.510770e-01	6.712959e-01	8.820933e-01
PKD1L2	5.373690e-01	4.990470e-01	8.134893e-01
MYO1A	1.552285e-01	9.378429e-01	5.980512e-01
SERINC4	7.206717e-01	4.608848e-01	6.979486e-01
WIPF1	5.818310e-01	7.025038e-01	6.110976e-01
TGFB2	6.413062e-01	5.827226e-01	6.733388e-01
KRTAP21-3	3.965682e-01	4.104551e-01	9.090844e-01
GGA3	3.469410e-01	6.136871e-01	8.573919e-01
KBTBD8	6.795460e-01	7.342288e-01	4.670174e-01
ASPA	6.235934e-01	7.182437e-01	5.498994e-01
ZNF266	6.954659e-01	5.999554e-01	6.002354e-01
PYROXD2	4.943871e-01	7.089435e-01	6.861037e-01
TTC39A	3.291815e-01	6.450795e-01	8.523186e-01
MTPN	6.727519e-01	5.642164e-01	6.595959e-01
NMNAT3	6.879717e-01	5.874093e-01	6.216620e-01
KIFC1	9.009084e-01	1.648390e-01	7.541188e-01
IL2RG	4.487705e-01	8.028603e-01	6.079506e-01
ZNF433	6.396171e-01	4.388782e-01	7.869722e-01
ICAM2	6.620727e-01	8.731288e-01	2.694826e-01
ZNF697	5.593556e-01	8.737804e-01	3.538656e-01
AP1B1	5.582803e-01	7.034097e-01	6.350778e-01
SHKBP1	7.303353e-01	6.196052e-01	5.383979e-01
PIPOX	5.550292e-01	8.088611e-01	4.911905e-01
CLN5	5.161955e-01	8.066213e-01	5.347758e-01
GALNT10	4.383510e-01	8.054060e-01	6.153154e-01
FSBP	3.987463e-01	6.177365e-01	8.284115e-01
FUT1	8.566189e-01	5.189385e-01	4.237842e-01
TBC1D2B	7.104575e-01	7.188448e-01	4.524038e-01
KRT35	3.802439e-01	9.164554e-01	3.852442e-01
GSTT2B	6.749875e-01	6.666327e-01	5.570008e-01
SPIRE1	3.813168e-01	3.508810e-01	9.283718e-01
PADI6	3.504657e-01	2.633083e-01	9.498244e-01
ADCY7	8.499044e-01	3.457639e-01	6.206703e-01
TOR1A	8.191212e-01	4.845832e-01	5.379876e-01
PAOX	5.558751e-01	6.890063e-01	6.550467e-01
ZNF300	5.088543e-01	5.556938e-01	8.001352e-01
ABCC5	7.162770e-01	9.090298e-01	1.673180e-01
ZSCAN5B	4.514746e-01	8.354979e-01	5.488879e-01
SLFN11	7.247200e-01	4.082893e-01	7.414214e-01
TYRP1	5.428667e-01	5.866484e-01	7.569207e-01
MEFV	7.287924e-01	6.471044e-01	5.138725e-01
GABARAPL2	5.348071e-01	4.237631e-01	8.567243e-01
CUL7	7.694640e-01	5.132624e-01	5.936012e-01
CACNA1S	7.494067e-01	4.933425e-01	6.402839e-01
RND3	7.077926e-01	3.233577e-01	8.198184e-01
PRAM1	6.190127e-01	6.744801e-01	6.108803e-01
TLR3	2.326661e-01	9.093130e-01	6.060308e-01
HEXA	3.599340e-01	9.808549e-01	8.915933e-02
NME8	5.942613e-01	6.999576e-01	6.078055e-01
PCP2	8.332757e-01	5.494758e-02	9.603903e-01
SETDB2	6.509286e-01	6.053116e-01	6.488088e-01
CUL4B	5.879399e-01	6.512503e-01	6.659834e-01
OR14C36	7.416180e-01	5.182447e-01	6.281534e-01
CNTN2	2.703425e-01	9.104977e-01	5.465332e-01
PIH1D1	2.475044e-01	7.254244e-01	8.618683e-01
C12orf29	7.563893e-01	4.111383e-01	7.067406e-01
SYTL5	2.567721e-01	9.527618e-01	3.200285e-01
FMNL2	6.142664e-01	2.162499e-01	9.196985e-01
SPANXN4	1.616443e-01	9.134487e-01	7.114567e-01
10-Mar	6.389525e-01	5.390537e-01	7.188377e-01
IL4	5.023181e-01	5.136161e-01	8.296043e-01
LOC339862	8.971348e-01	8.276228e-02	9.109487e-01
UBE2T	6.692825e-01	8.008137e-01	3.920504e-01
NQO2	6.067466e-01	7.355903e-01	5.529847e-01
FSD1L	6.704178e-01	5.206072e-01	7.056585e-01
LMBR1	3.978775e-01	8.378572e-01	6.036418e-01
TYW1	8.754455e-01	9.669811e-01	4.233535e-02
RANBP9	7.043048e-01	6.313594e-01	5.656014e-01
NUP210	7.169145e-01	6.377940e-01	5.433483e-01
GRAP2	6.136016e-01	7.247069e-01	5.612020e-01
MTRNR2L3	7.525024e-01	8.540085e-01	2.323981e-01
HAPLN2	4.693833e-01	5.187589e-01	8.449186e-01
KCTD10	9.739784e-01	1.410679e-01	3.503050e-01
MTMR12	9.376664e-01	4.208152e-01	2.659430e-01
SLC4A1	5.013741e-01	9.220662e-01	2.659878e-01
TMEM66	6.990597e-01	5.408516e-01	6.610055e-01
RDX	6.687614e-01	6.094302e-01	6.301247e-01
STIM2	1.412058e-01	8.793702e-01	8.299342e-01
GALC	6.490223e-01	4.877933e-01	7.519421e-01
TXNDC5	6.833114e-01	6.666636e-01	5.541251e-01
IL1R1	5.674419e-01	7.011474e-01	6.369860e-01
CLCA2	2.529602e-01	5.134489e-01	9.278259e-01
POU2AF1	4.295308e-01	7.691933e-01	6.834650e-01
ATP6V0D2	5.356354e-01	7.617150e-01	5.930993e-01
ASB1	7.979670e-01	6.867866e-01	3.777565e-01
NXPE1	5.698374e-01	6.730508e-01	6.653074e-01
PRY	8.064794e-01	5.581355e-01	4.954464e-01
PANX1	8.809405e-01	3.687036e-01	5.233460e-01
TIMMDC1	9.190753e-01	8.780658e-01	8.061584e-02
ABAT	5.973966e-01	7.021451e-01	6.083507e-01
SPRYD3	7.493236e-01	3.910700e-01	7.363387e-01
ACADVL	7.872036e-01	4.572565e-01	6.278120e-01
TCEAL6	5.791685e-01	2.921755e-01	8.993931e-01
BTN3A2	6.989163e-01	7.050843e-01	4.929689e-01
ZNF45	5.438249e-01	8.141048e-01	5.039015e-01
MINPP1	5.898538e-03	6.738762e-01	9.945332e-01
BACE1	4.301998e-01	8.078464e-01	6.291737e-01
HSPB3	5.793624e-01	4.920467e-01	8.003928e-01
USP6	8.055405e-01	4.404449e-01	6.153064e-01
KRTAP2-3	8.488278e-01	3.070668e-01	6.756305e-01
MATN4	5.564784e-01	5.470272e-01	7.808334e-01
REEP2	5.249216e-01	6.475798e-01	7.294757e-01
SNRPC	6.941692e-01	5.758712e-01	6.378785e-01
DMXL1	2.790922e-02	9.195848e-01	9.589626e-01
HTR1F	6.293940e-01	6.414031e-01	6.429410e-01
NBN	6.878541e-01	4.864325e-01	7.219471e-01
HEXB	6.171362e-01	6.464316e-01	6.500565e-01
ZNF747	2.293309e-01	8.877531e-01	6.906896e-01
ATP8B4	7.354034e-01	8.503987e-01	2.558129e-01
CRYBA4	6.034986e-01	5.079301e-01	7.750112e-01
ARSA	5.926497e-01	6.480178e-01	6.717468e-01
SLC35G3	7.698842e-01	5.188653e-01	5.965729e-01
MLPH	8.603198e-01	8.732037e-01	1.260322e-01
IL4R	7.691893e-01	5.969545e-01	5.199204e-01
DZIP1L	8.109883e-01	4.373561e-01	6.105731e-01
SLC6A13	3.713136e-01	9.112020e-01	4.276116e-01
ITGA2B	6.895165e-01	1.345738e-01	9.421956e-01
SAMD12	6.831872e-01	6.226999e-01	6.056042e-01
SORBS1	8.455083e-01	3.891649e-01	5.935713e-01
CHST8	5.297180e-01	6.178850e-01	7.509317e-01
ZP1	6.371164e-01	7.564847e-01	4.999130e-01
OR51B6	4.019302e-01	9.266099e-01	3.306253e-01
SYT15	4.526756e-01	6.153410e-01	8.052829e-01
OR2T8	7.076440e-01	5.460971e-01	6.521936e-01
ZNF440	6.183157e-01	7.759776e-01	4.925324e-01
LY6H	2.983363e-01	8.278719e-01	7.312996e-01
OTOA	7.888172e-01	7.234978e-01	3.562735e-01
CNP	4.973133e-01	7.529714e-01	6.466369e-01
MOB1A	5.825854e-01	8.320607e-01	4.349779e-01
FIGNL1	4.872278e-01	7.261370e-01	6.877993e-01
CTSH	1.704403e-01	8.360271e-01	8.505113e-01
ZNF354A	5.572876e-01	5.543406e-01	7.782116e-01
STEAP3	9.283186e-01	4.655426e-01	2.753677e-01
ACHE	7.123034e-01	2.858547e-01	8.486126e-01
PUS10	5.545027e-01	4.308617e-01	8.504146e-01
ZNF672	6.038311e-01	4.001930e-01	8.416820e-01
TMEM240	6.329387e-01	5.984696e-01	6.841188e-01
MDH1B	6.402513e-01	6.310812e-01	6.467055e-01
GCC2	3.784229e-01	6.616996e-01	8.240041e-01
GBP7	3.542917e-01	8.097300e-01	7.059253e-01
RRH	7.851064e-01	3.407218e-01	7.448303e-01
WDR45	4.298024e-01	7.212618e-01	7.430836e-01
TMEM99	7.743147e-01	7.548358e-02	9.585420e-01
TRIM8	2.407073e-01	8.903689e-01	6.730715e-01
APRT	5.064534e-01	8.260481e-01	5.274609e-01
OPRD1	8.985755e-01	7.631238e-01	1.636450e-01
WASF3	5.758361e-01	6.083173e-01	7.267396e-01
CDRT15L2	6.056963e-01	6.780314e-01	6.348133e-01
SPDYC	2.337695e-01	9.287732e-01	5.250088e-01
IL1RN	3.772643e-01	8.675152e-01	5.714613e-01
TOX2	1.936989e-01	6.531536e-01	9.210121e-01
UBE2L3	8.439019e-01	2.620933e-01	7.430902e-01
XG	7.395523e-01	8.754677e-01	2.179354e-01
FAM117A	6.278644e-01	6.297818e-01	6.627512e-01
LRIT3	5.272302e-01	7.056270e-01	6.792320e-01
ATP5J2-PTCD1	4.795565e-01	4.238579e-01	8.853155e-01
GGT2	8.070825e-01	7.431216e-01	3.142482e-01
TICAM1	8.442862e-01	1.370112e-01	8.892883e-01
DUSP12	6.067193e-01	9.199246e-01	2.135605e-01
LST1	7.606093e-01	7.839718e-01	3.274880e-01
CTSD	6.471495e-01	8.113810e-01	4.126609e-01
STRA6	8.468547e-01	2.077576e-01	8.039699e-01
COQ9	7.351247e-01	1.955842e-01	8.983480e-01
METTL9	7.194864e-01	6.593998e-01	5.316858e-01
CHRD	5.698254e-01	6.630820e-01	6.864195e-01
WIPF3	7.876526e-01	5.419741e-01	5.561074e-01
ADAM12	5.499469e-01	8.962696e-01	3.220821e-01
NXPH3	2.556706e-01	8.137874e-01	7.965730e-01
BTNL9	1.606362e-01	8.183676e-01	8.772038e-01
TEX38	5.562715e-01	6.845277e-01	6.785256e-01
TECTA	5.663617e-01	7.704404e-01	5.645164e-01
GPALPP1	1.622584e-01	9.410532e-01	5.866728e-01
WNT7B	5.550996e-01	7.196171e-01	6.420598e-01
AGBL1	7.518054e-01	4.320535e-01	7.102726e-01
MKRN3	6.229014e-01	8.478906e-01	3.740706e-01
L3HYPDH	8.942837e-01	1.396119e-01	8.306570e-01
VGLL1	5.565776e-01	7.344736e-01	6.238088e-01
GPR89B	5.641435e-01	6.524294e-01	7.038216e-01
LRRC7	6.469704e-01	5.165812e-01	7.449641e-01
GPR116	9.142976e-01	3.258479e-01	4.745355e-01
IMP3	1.914906e-02	4.992381e-01	9.869755e-01
KCTD20	4.333912e-01	2.192495e-01	9.506285e-01
MEGF6	5.309763e-01	6.874467e-01	7.004101e-01
DLG4	4.243876e-01	8.549432e-01	5.593597e-01
C4orf45	7.755917e-01	5.972301e-01	5.245314e-01
LAMB2	5.963501e-01	5.414883e-01	7.675356e-01
GDPD3	9.067945e-01	4.246813e-01	3.972963e-01
HIST1H2AL	5.588857e-01	7.674421e-01	5.802387e-01
MAP4K5	7.066139e-01	7.417777e-01	4.546825e-01
ZSCAN31	3.641713e-01	9.449783e-01	2.821602e-01
NEFH	5.537426e-01	9.001457e-01	3.124379e-01
ABCA4	5.733463e-01	5.659289e-01	7.679145e-01
PSMG2	7.479608e-01	6.546597e-01	5.053651e-01
NCR3LG1	5.729231e-01	6.451708e-01	7.059066e-01
SHOX2	8.857751e-01	1.395908e-01	8.461219e-01
ATG4A	7.713007e-01	6.294555e-01	4.991939e-01
C12orf54	8.755584e-01	2.929876e-01	6.482229e-01
CNNM4	3.938802e-01	5.744193e-01	8.653634e-01
IL10RA	6.231545e-01	8.268238e-01	4.182127e-01
ZNF33B	3.161640e-01	8.551275e-01	6.773238e-01
ADAMTS2	5.477959e-01	5.431786e-01	8.006881e-01
MOSPD3	5.172729e-01	6.943687e-01	7.078024e-01
MAPK6	5.468671e-01	7.842250e-01	5.701103e-01
KIFC2	5.337838e-01	8.711852e-01	4.117131e-01
VWA8	5.537964e-01	7.434856e-01	6.202980e-01
MUC1	5.665918e-01	4.267564e-01	8.531020e-01
CAMSAP1	9.357793e-01	8.555075e-01	7.987748e-02
DPF2	4.731347e-01	7.337305e-01	7.052786e-01
HIST1H2BJ	6.195958e-01	7.307637e-01	5.711520e-01
ZNF628	3.140144e-01	7.624869e-01	8.038207e-01
CHRM4	6.542675e-01	7.841447e-01	4.589041e-01
SOHLH2	5.753062e-01	7.524009e-01	5.891809e-01
PARVG	6.403294e-01	7.012524e-01	5.862167e-01
ARHGEF26	9.581562e-01	4.969627e-01	1.551890e-01
OR4C12	4.548448e-02	6.492617e-01	9.762310e-01
PADI3	7.498012e-01	4.583297e-01	6.972052e-01
FBXO15	7.286619e-01	7.932897e-01	3.628243e-01
GSC	2.119130e-01	8.801342e-01	7.493609e-01
BCKDHA	4.965103e-01	8.056221e-01	5.890581e-01
LGALS9	5.013063e-01	8.195833e-01	5.598122e-01
B3GNT8	8.908046e-01	5.267760e-01	3.599134e-01
CAV3	2.118009e-01	8.026778e-01	8.505253e-01
C9orf153	9.014919e-01	4.533479e-01	3.937386e-01
ELMOD2	7.520426e-01	5.695957e-01	5.931176e-01
ERRFI1	6.780042e-01	8.194436e-01	3.785502e-01
SSPO	9.827697e-01	2.218509e-01	1.280716e-01
DUSP7	8.618975e-01	3.909607e-01	5.741976e-01
ESRRG	8.032119e-01	4.460111e-01	6.358978e-01
SLC18A3	4.947828e-01	7.413588e-01	6.814225e-01
ANGPT1	5.563398e-01	5.143833e-01	8.156426e-01
PCBP4	6.605991e-01	2.224329e-01	9.122955e-01
SIRPD	6.534965e-01	5.669663e-01	7.078769e-01
GOLGA8B	7.940327e-01	3.253029e-01	7.614142e-01
UFSP1	5.670418e-01	7.459015e-01	6.098800e-01
LBH	7.531883e-01	8.020332e-01	3.249344e-01
GLYCTK	4.559340e-01	7.973470e-01	6.447137e-01
PLAC8L1	9.639184e-01	1.103402e-01	6.179850e-01
OR8G2P	3.327931e-01	9.271860e-01	4.182965e-01
CD3D	6.283292e-01	8.117789e-01	4.472592e-01
SESN1	4.101960e-01	3.689444e-01	9.251354e-01
TGIF2LY	9.297566e-01	7.514355e-01	1.288458e-01
CAPN9	6.290294e-01	6.934146e-01	6.119671e-01
ZNF648	2.725513e-01	9.225505e-01	5.197371e-01
TMUB1	7.295348e-01	6.095044e-01	5.875924e-01
UBE2QL1	7.815565e-01	4.991738e-01	6.228800e-01
RAB11FIP4	7.821047e-01	4.867617e-01	6.337679e-01
VSTM2A	6.526792e-01	6.440235e-01	6.410216e-01
MEPE	9.020712e-01	3.052719e-01	5.611573e-01
DTD1	7.310167e-01	5.534126e-01	6.407942e-01
HTR3B	6.333172e-01	3.596089e-01	8.583668e-01
GREB1L	7.947602e-01	5.010720e-01	6.018898e-01
C5orf47	8.559865e-01	4.469681e-01	5.355392e-01
ZNF322	6.842346e-01	3.436657e-01	8.407706e-01
FRYL	8.127351e-01	5.560285e-01	5.166142e-01
SRSF9	5.295610e-01	7.283495e-01	6.699475e-01
OVOL3	5.640980e-01	6.952926e-01	6.749151e-01
PATL2	8.443627e-01	6.742963e-01	3.394059e-01
FAM187A	6.220728e-01	5.750590e-01	7.325586e-01
SLC9A3R2	5.560513e-01	8.074477e-01	5.334265e-01
OR2T33	7.945166e-01	7.757884e-01	3.110954e-01
NSMCE2	7.354978e-01	5.859974e-01	6.063046e-01
FRMD4B	5.836027e-01	6.989885e-01	6.541023e-01
DYRK4	3.709615e-01	5.040460e-01	9.026321e-01
SMIM2	2.646259e-01	8.023324e-01	8.120055e-01
MFSD2A	3.904404e-01	9.413956e-01	2.898844e-01
CARHSP1	5.277346e-01	8.470360e-01	4.861300e-01
ZBTB6	5.868061e-01	9.284706e-01	2.116799e-01
GOLGA4	4.617431e-01	8.530610e-01	5.398509e-01
SIPA1L2	9.257211e-01	7.023994e-02	9.092539e-01
PRSS46	3.686534e-01	1.293243e-01	9.728131e-01
C1orf53	6.378303e-01	7.657319e-02	9.708666e-01
NAGK	5.698086e-01	7.624683e-01	5.910695e-01
GCH1	6.883983e-01	6.035873e-01	6.465352e-01
IL36B	5.963359e-01	5.653038e-01	7.618781e-01
MTFP1	5.828820e-01	6.269742e-01	7.249214e-01
OR1A1	7.867120e-01	7.039092e-01	4.076727e-01
SGOL2	7.764912e-01	3.096628e-01	7.981016e-01
TPSG1	8.538166e-01	6.497635e-01	3.469249e-01
TRIP13	8.575222e-01	8.647674e-01	1.460696e-01
ZNF638	9.702310e-01	5.350845e-02	8.166568e-01
HTR2B	5.746038e-01	9.427264e-01	1.735129e-01
OSTF1	8.171651e-01	6.806007e-01	3.848410e-01
DPEP2	5.601940e-01	7.179438e-01	6.576345e-01
TIMM10	3.946816e-01	9.353708e-01	3.198074e-01
AQP9	2.787084e-01	3.708832e-01	9.491418e-01
RHBDL2	6.480106e-01	2.633781e-01	9.001597e-01
F2R	8.332154e-01	6.879865e-01	3.502006e-01
SEMA3F	7.473700e-01	3.746745e-01	7.763176e-01
PTPN13	6.018907e-01	7.760335e-01	5.409569e-01
FBXO11	5.438185e-01	4.060754e-01	8.777358e-01
CMTM6	9.011989e-01	5.547103e-01	3.173951e-01
UBQLN3	8.356321e-01	3.679027e-01	6.661854e-01
P2RX1	9.505588e-01	9.996178e-02	7.684622e-01
NWD1	3.508857e-01	9.010128e-01	5.240268e-01
MAP2K5	1.885331e-01	8.479294e-01	8.350806e-01
LYPD4	4.326537e-01	6.117095e-01	8.365112e-01
TNFRSF10C	7.027234e-01	7.725554e-01	4.348430e-01
SLAMF6	5.376707e-01	6.937806e-01	7.047298e-01
C11orf85	8.385557e-01	2.896945e-01	7.419557e-01
ZNF823	5.252476e-01	6.655537e-01	7.406260e-01
EDARADD	2.271453e-01	8.627110e-01	7.740302e-01
NMRAL1	7.492834e-01	6.691720e-01	5.055797e-01
DNASE2	8.060448e-01	3.235234e-01	7.558610e-01
HCK	8.812114e-01	1.635177e-01	8.262998e-01
SCP2	9.201336e-01	3.149074e-01	4.849227e-01
BHMT	7.771847e-01	7.837907e-01	3.288931e-01
KRTAP17-1	3.006593e-01	5.739975e-01	9.083723e-01
ILVBL	5.985966e-01	7.132187e-01	6.298710e-01
BRINP3	3.714006e-01	6.499016e-01	8.499053e-01
TMCO2	7.045033e-01	7.510519e-01	4.645454e-01
FIGF	3.932367e-01	9.689158e-01	1.444412e-01
KRTAP4-5	1.856571e-01	9.641189e-01	3.572369e-01
RGL1	4.043019e-01	8.008446e-01	6.978091e-01
HAT1	7.134793e-01	5.948846e-01	6.317008e-01
ADAMTSL3	5.731758e-01	7.089963e-01	6.597294e-01
RIMS1	4.803539e-01	7.565301e-01	6.884409e-01
HLA-DQB2	5.561630e-01	9.424818e-01	1.854500e-01
C4orf3	4.431054e-01	9.035214e-01	4.183595e-01
DGCR6	5.242062e-01	6.731148e-01	7.370321e-01
WDR35	7.285301e-01	8.707216e-01	2.533901e-01
FAP	9.801052e-01	7.489419e-02	5.456110e-01
CTNND2	6.679909e-01	7.998754e-01	4.365672e-01
GZMM	7.504110e-01	3.036965e-01	8.282388e-01
LGALSL	2.172368e-01	8.620493e-01	7.881565e-01
NAT16	7.333537e-01	6.255404e-01	5.778042e-01
IQCH	7.033307e-01	8.892297e-01	2.392468e-01
RASSF3	2.572262e-01	8.840570e-01	6.967265e-01
LBX2	3.878320e-01	9.499848e-01	2.519276e-01
UBAP2	9.410677e-01	7.086890e-01	1.299330e-01
C3orf22	7.541511e-01	5.109413e-01	6.615639e-01
MRPL13	2.980681e-01	7.130399e-01	8.581631e-01
PLXNA3	5.155503e-01	6.820607e-01	7.373324e-01
ENTPD3	1.440437e-01	7.431013e-01	9.278471e-01
TBC1D30	6.446013e-01	6.482396e-01	6.572345e-01
URGCP	7.709022e-01	6.812691e-01	4.656819e-01
LPAR5	8.552851e-01	5.909342e-01	4.069135e-01
TNFRSF11B	6.204779e-01	9.436679e-01	1.539123e-01
SIM1	4.083260e-01	6.276918e-01	8.439559e-01
SIGIRR	6.927487e-01	7.211103e-01	5.223555e-01
KCNU1	4.490911e-01	5.076339e-01	8.776263e-01
SON	7.013278e-01	7.292907e-01	5.019258e-01
FBXO24	5.810466e-01	7.260359e-01	6.365032e-01
TSPAN11	8.731909e-01	6.196609e-01	3.403940e-01
OR2B11	6.170123e-01	7.844428e-01	5.200530e-01
C7orf61	7.189062e-01	7.215872e-01	4.904598e-01
TBX22	6.345750e-01	7.041837e-01	6.092450e-01
FTCD	3.650978e-01	7.864007e-01	7.544989e-01
RND2	8.885531e-01	2.617112e-01	6.765287e-01
EZH1	3.572454e-01	8.945482e-01	5.481315e-01
ASTE1	3.587625e-01	5.837984e-01	8.860741e-01
NACAD	2.843100e-01	8.926776e-01	6.419569e-01
GBP2	4.424370e-01	5.200890e-01	8.763627e-01
SMIM17	5.655971e-01	6.372946e-01	7.389587e-01
C12orf50	4.648810e-01	7.525111e-01	7.110540e-01
SCGB3A2	5.734292e-01	8.518686e-01	4.423593e-01
BMF	7.344487e-01	4.480001e-01	7.398971e-01
C3orf56	5.739663e-01	7.628596e-01	5.982382e-01
PARK7	3.454865e-01	9.007972e-01	5.401606e-01
TBXAS1	5.309125e-01	8.086303e-01	5.711217e-01
RAB3D	6.463144e-01	4.514534e-01	8.090615e-01
CAT	7.434665e-01	8.746373e-01	2.375515e-01
SEPHS2	9.210491e-01	6.881706e-01	1.835366e-01
C11orf68	8.928482e-01	5.563308e-01	3.480910e-01
SOSTDC1	7.235174e-01	6.852292e-01	5.314315e-01
KRAS	7.104407e-01	4.768911e-01	7.424528e-01
LIPC	7.750289e-01	4.710502e-01	6.746153e-01
PANX2	6.719067e-01	6.628296e-01	6.186653e-01
FCGR2A	2.609632e-01	9.323480e-01	5.013173e-01
ATPAF2	7.542457e-01	5.745907e-01	6.081182e-01
EIF2AK1	5.161011e-01	9.232552e-01	2.862291e-01
RAD23A	6.797713e-01	7.140048e-01	5.516314e-01
PARD6A	6.427314e-01	8.170061e-01	4.425694e-01
TMEM40	5.771128e-01	2.576498e-01	9.239804e-01
CTHRC1	1.554698e-01	9.046213e-01	7.875527e-01
KY	6.918218e-01	6.925117e-01	5.635648e-01
MALSU1	3.803237e-01	7.818087e-01	7.502885e-01
CAPNS1	5.234173e-01	6.902313e-01	7.293062e-01
CP	3.460169e-01	6.941717e-01	8.449807e-01
SLC13A2	4.537919e-01	6.231191e-01	8.252984e-01
PIDD	7.777451e-01	8.357927e-01	2.672773e-01
DPYSL4	6.105242e-01	8.710843e-01	3.655297e-01
OR5B17	8.282356e-01	2.571090e-01	7.977865e-01
SLC25A21	9.125734e-01	2.283244e-01	6.539148e-01
TESC	5.265039e-01	7.425566e-01	6.730409e-01
LILRB5	7.397843e-01	6.533164e-01	5.487726e-01
TUBG2	7.430419e-01	5.667210e-01	6.322839e-01
FLT3LG	5.203696e-01	8.427275e-01	5.204529e-01
HEG1	6.175554e-01	8.042429e-01	4.935195e-01
SFRP4	8.313980e-01	6.378331e-01	4.176236e-01
TPSB2	9.124307e-01	4.030401e-01	4.288461e-01
RPH3AL	4.958282e-01	8.569818e-01	5.139545e-01
